Leftcontext	Match	Rightcontext	Measurecase	Kindlemma	Kindgender	Kindcase	Kindfreq	Measurelemma	Measuregender	Measurenumber	Measureclass	Measurefreq	Minus1pos	Genitives	Badness	Url	Originalsort
Denn wo in einer Landesliga oder sonstwo bezahlt man 4 , -- DM für Eintritt , 2 , -- DM für ne Wurst und 2,50 DM für ein 0,4	l gezapftes Bier	?!	Acc	Bier	Neut	Nomacc	4.6061749187	l	Masc	Pl	Capacity	4.6480202501	Card	6	2	http://www.schlammbeisser.de/berichte1.htm	2609
Während der rechte , nur etwa 0,4	cm dicke Draht	flach auf der Oberfläche aufzuliegen scheint , hebt sich das untere Ende des linken , etwas dickeren Drahtes allem Anschein nach ein wenig vom Stein ab .	False	Draht	Masc	?	3.9596613703	cm	Masc	Pl	Capacity	5.0287729007	Card	1	4	http://www.nefershapiland.de/Cheops-Pyramide.htm	4972
Bei der LT -6 G Version befand sich im Gegensatz zu den früheren Varianten die Zündanlage vorne 1 mm starker Lötdraht sowie 0,4	mm starker Draht	sind hierfür die optimalen Materialien .	False	Draht	Masc	Nom	3.9596613703	mm	Masc	Pl	Length	4.8946184125	Card	3	3	http://www.modellversium.de/galerie/8-flugzeuge-modern/5230-north-american-t-6g-texan-occidental.html	5021
Zutaten : 0,5 kg gekochte , geriebene Kartoffeln 0,5	kg geschmolzene Butter	0,75 kg Streuzucker 1 Zitrone , nur die Schale Saft von 2 Zitronen 2 tiefe Teller voll Äpfel , in dünne Scheiben geschnitten 8 Eier Zubereitung : Eigelb , Butter , Zucker und Zitronen gut verrühren .	Nom	Butter	Fem	Str	4.130944568	kg	Neut	Pl	Weight	4.7316548309	Card	7	8	http://www.nordsee.privat.t-online.de/getraenk.htm	78
Das Probebranding wird mit einem 10 mm langen , 0,5	mm dicken Eisen	an einer möglichst unauffälligen Stelle ausgeführt .	Dat	Eisen	Neut	?	4.128412194	mm	Masc	Pl	Length	4.8946184125	Card	4	3	http://www.kiss-of-fire.de/Branding.html	604
Jeder Einwohner Pekings kann im Durchschnitt täglich rund 0,5	kg frisches Gemüse	bekommen ; das ist doppelt soviel wie kurz nach der Befreiung .	Acc	Gemüse	Neut	Nomacc	4.3814436117	kg	Neut	Pl	Weight	4.7316548309	Card	1	2	http://red-channel.de/mlliteratur/China/china_inflation.htm	1719
Das gesündeste Produkt ist Nestlé Shredded Wheat , das in allen Kategorien sehr gute Ergebnisse verbucht 100 Gramm enthalten nur 0,9 Gramm Zucker , 2,5 Gramm Fett , 0,5	Gramm gesättigtes Fett	und kaum Salz .	Acc	Fett	Neut	Nomacc	4.2780810669	Gramm	Neut	Pl	Weight	4.1892825213	Card	6	6	http://www.medizinauskunft.de/artikel/gesund/Essen_Trinken/02_08_cerealien.php	1974
Knoblauch-Tinktur : 20 mittelgroße Knoblauchzehen in Scheiben schneiden und mit 0,5	l hochprozentigem Alkohol	übergießen 14 Tage an die Sonne stellen , dann abfiltern 3 x täglich 20 Tropfen .	Dat	Alkohol	Masc	Dat	4.4816174578	l	Masc	Pl	Capacity	4.6480202501	Card	4	2	http://www.kaesekessel.de/kraeuter/k/knoblauch.htm	3160
Ergebnis : Der Effekt war zwar geringer , doch verbrauchten die Probanden auch zwischen 10 und 30 Kilokalorien pro 0,5	Liter zimmerwarmen Trinkwasser	.	Acc	Trinkwasser	Neut	?	3.9227047027	Liter	Masc	Pl	Capacity	4.5919990046	Card	6	4	http://www.apotheken-umschau.de/Ernaehrung/Warum-Trinken-so-wichtig-ist-74983.html	4080
Das Chassis ist aus 0,5	Millimeter solidem Stahl	gefertigt und außen schwarz lackiert .	Dat	Stahl	Masc	Dat	4.097048965	Millimeter	Masc	Pl	Length	3.9245273835	Card	2	6	http://planetoverclocking.hartware.de/press_14138.html	4527
- 1,5 - 2 kg Lammkeule , - 4 - 6 Knoblauchzehen , - 2 - 3 Tassen Semmelbrösel , - 5 Esslöffel Petersilie , - 1,5 Teelöffel Salz , - 0,5	Teelöffel schwarzer Pfeffer	, - 1 Tasse Olivenöl .	Nom	Pfeffer	Masc	Nom	3.9929156471	Teelöffel	Masc	Pl	Vessel	3.3204371037	Card	7	5	http://www.fleischerei-freese.de/tipps/rezepte-lamm.html	4857
Was das für einen 0,5	mm dicken Draht	mit einem Querschnitt von 0,2 mm 2 bedeutet , ist leicht auszurechnen .	False	Draht	Masc	Acc	3.9596613703	mm	Masc	Pl	Length	4.8946184125	Card	2	1	http://www.powercroco.de/leistungssteigerung227.html	4942
Wer die Rollen funktionell gestalten möchte , sollte ein Messingröhrchen mit 1 mm Durchmesser und etwas 0,5	mm dicken Draht	zur Verfügung haben .	False	Draht	Masc	Acc	3.9596613703	mm	Masc	Pl	Length	4.8946184125	Card	4	5	http://www.heckmann-modellbahn.de/html/body_rottenunterkunft.html	4982
Arnesh nehmen in der Regel pro Tag etwa 1,2 bzw. 1,8 kg natürliche oder 0,3 bzw. 0,5	kg synthetische Nahrung	zu sich .	Acc	Nahrung	Fem	Str	4.3428961984	kg	Neut	Pl	Weight	4.7316548309	Card	1	6	http://www.ad2309.de/exobio04.html	5136
Wenn du denkst das alles raus ist dann nimm ca 0,5	l neues Benzin	und spühl auf die selbe weise den Tank noch einmal aus .	Acc	Benzin	Neut	Nomacc	3.9911374351	l	Masc	Pl	Capacity	4.6480202501	Card	7	6	http://forum.gs-500.de/archive/index.php/t-20865.html	5400
Es handelt sich um eine 0,5	mm dicke Aluminium	Trägerplatte , auf die eine Matrix mit kreisrunden Goldschichten unterschiedlicher Durchmesser und Dicken aufgebracht ist .	False	Aluminium	Neut	?	3.8749570202	mm	Masc	Pl	Length	4.8946184125	Card	1	5	http://www.ptb.de/de/org/6/nachrichten6/2011/60211_de.htm	5499
Buderus verwendet bei dieser Kollektorgene­ration einen Vollflächenabsorber aus 0,5	mm starkem Aluminium	mit einer leichten Prä­gung für eine verbesserte Wärmeleistung .	False	Aluminium	Neut	Dat	3.8749570202	mm	Masc	Pl	Length	4.8946184125	Card	4	6	http://www.baulinks.de/webplugin/2013/1204.php4?url1=%26url2=	5539
Das Metall Warnschild ist aus ca. 0,5	mm starkem Aluminium	( sehr stabil , wetterbeständig ) und hat eine glänzenden Oberfläche .	False	Aluminium	Neut	Dat	3.8749570202	mm	Masc	Pl	Length	4.8946184125	Card	6	3	http://www.anyseek.de/web/Haustiere/Hunde-25-2.htm	5562
Der endgültig mit 11 Windungen 0,75 mm Draht bewickelte Stator wiegt 14 g. Das bedeutet , der Wickeldraht wiegt 8 g. Eine Bewicklung mit 0,55	mm dünnem Draht	wiegt etwa die Hälfte .	False	Draht	Masc	Dat	3.9596613703	mm	Masc	Pl	Length	4.8946184125	Card	5	2	http://www.powercroco.de/9N12P22750sps.html	4988
Also , habe mich gut geschont , jeden Tag mit dem Entsafter ca. 0,6	Liter frischen Saft	gemacht , fleißig Tee getrunken und mich nicht groß angestrengt .	Acc	Saft	Masc	Acc	3.9998870688	Liter	Masc	Pl	Capacity	4.5919990046	Card	7	5	http://www.med1.de/Forum/EBV/564848/	465
Die Lösung lautet : Die neue Keimling Trinkflasche für 0,6	Liter köstlichen Saft	oder Smoothies " für unterwegs " !	Acc	Saft	Masc	Acc	3.9998870688	Liter	Masc	Pl	Capacity	4.5919990046	Card	7	4	http://www.rohkost.de/2011/06/	490
Aufsehenerregende Farbgestaltung Das Gehäuse ist aus 0,6	Millimeter dickem Stahl	gefertigt .	False	Stahl	Masc	Dat	4.097048965	Millimeter	Masc	Pl	Length	3.9245273835	Card	4	5	http://www.schlaunews.de/info-test-tipps-2011/01/26/	4530
Bei einseitigen Medien besteht die Oberseite aus einem ebenfalls 0,6	mm dicken Plastik	- " Dummy " , auf den das Label gedruckt oder geklebt wird .	False	Plastik	Neut	?	3.9275551299	mm	Masc	Pl	Length	4.8946184125	Card	2	5	http://www.audio.uni-lueneburg.de/seminarwebseiten/audiomedien/frst/surround.htm	5348
Während die meisten aktuellen Stahlgehäuse der 100 - Euro-Preisklasse mit 0,6 oder 0,7	mm dickem Stahl	auskommen müssen , kommt laut Hersteller für das DX -02 B immerhin Stahl mit einer Stärke von 0,8 mm zum Einsatz ( wie unsere Messungen zeigen , gilt das allerdings nicht für die Seitenteile ) .	False	Stahl	Masc	Dat	4.097048965	mm	Masc	Pl	Length	4.8946184125	Card	3	3	http://www.hardwareluxx.de/index.php/artikel/hardware/gehaeuse/25662-test-chieftec-dragon-serie-dx-02b-midi-tower-in-der-tradition-des-cs-601.html	4483
Hier wurden die ersten Teile aus nur 0,75	mm dickem Plastik	Sheet geschnitten ( ich empfehle aber für die Grundkonstruktion mind. 1 mm dickes Plastic Sheet ) und mittels Winkelstücken bereits verklebt .	False	Plastik	Neut	Dat	3.9275551299	mm	Masc	Pl	Length	4.8946184125	Card	3	4	http://www.phoxim.de/n_werner_garbagetruck/n_werner_garbagetruck.html	5349
Hubraum 1,3 Liter : 2 = 0,75	Liter benötigte Luft	 KW-Umdrehung 6000 U  min : 60 = 100 U  sekunde x 0,75 Liter = 75 Liter  Sekunde Durchsatz Ganz schön viel ( ob das wohl stimmt ) Wenn ich mir jetzt vorstelle , das so viel Luft durch das kleine Röhrchen am Luftfilterkasten muss , denk ich mal ist es eher hinderlich dieses zu verlängern .	Nom	Luft	Fem	Str	4.96865103	Liter	Masc	Pl	Capacity	4.5919990046	Card	7	5	http://www.mini-forum.de/motor-10/ram-air-system-46851.html	5994
Bei Antecs Sonata IV handelt es sich um einen Midi-Tower aus 0,8	mm dickem Stahl	.	False	Stahl	Masc	Dat	4.097048965	mm	Masc	Pl	Length	4.8946184125	Card	2	5	http://forum.au-ja.de/viewtopic.php?f=2%26t=19863	4497
Und mit einem Rahmen aus 0,8	mm kaltgewalztem Stahl	ist das ISK 300 - 65 nicht nur robust , sondern auch langlebig und flexibel .	Dat	Stahl	Masc	Dat	4.097048965	mm	Masc	Pl	Length	4.8946184125	Card	6	10	http://www.pcanymore.de/index.php/katalog/artikelinfo/13566-1-show-antec_isk_300-65_schwarz_mini_itx.html	4529
Für die Perlendekoration brauchen Sie ein 35 cm langes Stück vom 0,8	mm starken Draht	- eventuell etwas mehr , wenn Ihre Verzierung besonders verschnörkelt sein soll .	False	Draht	Masc	Acc	3.9596613703	mm	Masc	Pl	Length	4.8946184125	Card	3	5	http://www.wecarelife.at/urlaub-freizeit/bastelanleitungen/serviettenringe-mit-perlen/serviettenring-mit-herz-oder-monogramm/	5023
Zusätzlich verwende ich 0,8	mm starkes Aluminium	Blech für die Anfertigung eines neuen Reflektors , 3 mm Gewindestange für Stehbolzen , diverse Abstandsröhrchen , Muttern , ca. 30 ml 2 k Gießharz , Laserfolie zur Herstellung eines Diffusors , die 63 Leds , eine Universal Streifenleiterplatte , 42 Vorwiderstände sowie einige andere passive Bauelemente .	False	Aluminium	Neut	Nomacc	3.8749570202	mm	Masc	Pl	Length	4.8946184125	Card	3	3	http://www.fdm-ware.de/TFT/index.html	5488
Der 3,5 - t Elefant würde dann jeden Tag 0,88	m³ gepressten Schnee	brauchen .	Acc	Schnee	Masc	Acc	4.4910449637	Kubikmeter	Masc	Pl	Capacity	3.7249309142	Card	3	2	http://www.hanskrause.de/HKHPD/hkhpd0805.htm	4543
Danach wird der erste Ast aus dem 0,9	mm starken Draht	geformt .	False	Draht	Masc	Acc	3.9596613703	mm	Masc	Pl	Length	4.8946184125	Card	4	5	http://www.stammbaum-vorlage.de/anleitung_dekorativer_stammbaum-18.html	4951
Durch den geringeren Heizwert ersetzt ein Liter RME nur 0,92	Liter fossilen Diesel	, so ist mit einem Kraftstoffmehrverbrauch von bis zu 5 Prozent zu rechnen .	Acc	Diesel	Neut	?	4.0855545719	Liter	Masc	Pl	Capacity	4.5919990046	Card	5	4	http://www.greengear.de/biodiesel-biokraftstoff-fur-dieselfahrzeuge/	6330
Ich meine 1	cm hoher Staub	?	Acc	Staub	Masc	Nom	4.1267416542	cm	Masc	Sg	Capacity	5.0287729007	Card	7	4	http://www.austauschschueler.de/phpBB/viewtopic.php?f=6%26t=13405%26sid=1449a238680be92826325f77a6610a03%26start=15	12
Aber jeder Mensch der das Haus gesehen hat wird das selbe sagen wie ich 1	cm hoher Staub	an den Ecken der Treppen .	Nom	Staub	Masc	Nom	4.1267416542	cm	Masc	Sg	Capacity	5.0287729007	Card	7	4	http://www.austauschschueler.de/phpBB/viewtopic.php?f=6%26t=13405%26sid=1449a238680be92826325f77a6610a03%26start=15	20
" Es ist für eine maximale Heizlast des Gebäudes von etwa 30 kW ausgelegt und liefert parallel zur Wärme rund 1	kW elektrischen Strom	.	Acc	Strom	Masc	Acc	4.7632033004	kW	Neut	Sg	Physical	3.9807848529	Card	3	1	http://www.ikz.de/ikz-haustechnik/artikel/article/fv-nordrhein-westfalenbrobermeistertagung-beim-g.html	176
Die absolute Feuchte x ist die Feuchtigkeitsmasse ( Dampf , auch Nebel ) , die mit 1	kg trockenem Gas	vermischt ist .	Dat	Gas	Neut	Dat	4.476744703	kg	Neut	Sg	Weight	4.7316548309	Card	0	5	http://www.ib-rauch.de/bauphysik/fragen.html	421
die Wärmemenge , die bei vollständiger Verbrennung mit Luft von 1	m³ trockenem Gas	- gerechnet im Normzustand - frei wird , wenn die Verbrennungsprodukte auf die Ausgangsbedinungen zurückgeführt werden und das entstandene Verbrennungswasser in flüssigem Zustand vorliegt .	Dat	Gas	Neut	Dat	4.476744703	Kubikmeter	Masc	Sg	Capacity	3.7249309142	Card	1	5	http://www.gewerbegas-online.de/index.php?id=35	436
B die Wärmemenge , die bei vollständiger Verbrennung mit Luft von 1	m³ Trockenem Gas	- gerechnet im Normzustand - frei wird , wenn die Verbrennungsprodukte auf die Ausgangsbedinungen zurückgeführt werden und das entstandene Verbrennungswasser in dampfförmigem Zustand vorliegt , also das Wasser in den Verbrennungsprodukten ( Abgas ) nicht kondensiert .	Dat	Gas	Neut	Dat	4.476744703	Kubikmeter	Masc	Sg	Capacity	3.7249309142	Card	1	5	http://www.gewerbegas-online.de/index.php?id=35	441
Den Saft durch ein Tuch ablaufen lassen 1	l kalten Saft	mit Gelierzucker , dem Mark der Vanillestangen , Zimtstangen und Lorbeerblättern unter Rühren zum Kochen bringen und 4 min sprudelnd kochen lassen .	Nom	Saft	Masc	Acc	3.9998870688	l	Masc	Sg	Capacity	4.6480202501	Card	6	10	http://www.kruscheltiers-welt.de/temp/johannisbeere/jo_ma_01.htm	474
Zutaten : 1 Tasse Reis 2 Tassen Wasser 1 Zwiebel 2 EL Pflanzenöl 1 grüne oder rote Paprika 1 TL Currypulver 1	Dose süßen Mais	, ca. 200 g ½ Tasse gesalzene Erdnüsse Zubereitung : Den Reis in einem Topf mit Wasser etwa 30 - 40 Minuten kochen .	Nom	Mais	Masc	Acc	3.8289433197	Dose	Fem	Sg	Vessel	4.1762823066	Card	6	9	http://www.bewusst-vegetarisch.de/kochbuch/hauptgerichte/index.html	644
Nehmen wir an 1	ha genveränderter Mais	in einem 20 ha Feld dann ist der Schaden wenn man Pech hat das ganze 20 ha Feld .	Nom	Mais	Masc	Nom	3.8289433197	ha	Masc	Sg	Square	4.2562220886	Card	6	2	http://83273.homepagemodules.de/t4085f14-Deutschland-im-oeko-Wuergegriff-oeko-Terror-auf-dem-Feld.html	650
Zutaten : 1 Tasse Reis 2 Tassen Wasser 1 Zwiebel 2 EL Pflanzenöl 1 grüne oder rote Paprika 1 TL Currypulver 1	Dose süßen Mais	, ca. 200 g ½ Tasse gesalzene Erdnüsse Zubereitung : Den Reis in einem Topf mit Wasser etwa 30 - 40 Minuten kochen .	Nom	Mais	Masc	Acc	3.8289433197	Dose	Fem	Sg	Vessel	4.1762823066	Card	6	9	http://www.bewusst-vegetarisch.de/kochbuch/hauptgerichte/index.html	673
Es wird geschätzt , dass Asien im Jahr 2025 etwa 47 Milliarden US$ aufwenden muss , um 0,5 bis 1	kg städtischen Müll	je Person und Tag abzufahren und zu behandeln , oder 5 US $ je Kopf und Jahr .	Acc	Müll	Masc	Acc	4.2370860804	kg	Neut	Sg	Weight	4.7316548309	Card	1	5	http://www.rhombos.de/shop/buecher/umwelt-00006/a-decision-making-tool-for-the-selection-of-an-appropriate-integrated-msw-management-system-for-tropical-asian-cities-the-case-of-bangkok.html	751
Fischfrikadellen ( 4 Portionen ) 1	kg frischer Fisch	( Filet ) 1 EL Weizenmehl 1 Ei 1 TL Pfeffer 2 dl Wasser 2 Zwiebeln 1 EL grobes Salz Margarine oder Öl zum ausbraten Am besten eigenen sich frischer Schellfisch oder Dorsch .	Nom	Fisch	Masc	Nom	4.6857936717	kg	Neut	Sg	Weight	4.7316548309	Card	7	6	http://www.norwegen-angelfreunde.de/archive/index.php?t-4040.html	810
Das laesst man 2 Wochen stehen , zwischendurch umrühren In den Mixtopf : 1 Ei 1	Tafel weisse Schokolade	1 halbe aufgeschlitzte Vanilleschote 100 g Sahne 300 g Milch 5 Min  70 Grad Stufe 3 300 ml Erdbeerrum ( ohne Früchte ) dazu und durchrühren , probieren und eventuell nachsüssen und nochmal durchrühren .	Nom	Schokolade	Fem	Str	4.0753644464	Tafel	Fem	Sg	Portion	4.1996290381	Card	7	4	http://www.wunderkessel.de/forum/kalt-alkohol/71505-erdbeerwolkentraum.html	1034
Zutaten : 250 g Mehl , 125 g Zucker , 125 g Margarine oder Butter , 5 Eier , 1	Tafel weiße Schokolade	, 1 Tafel Zartbitterschokolade , 1  2 Päckchen Backpulver , etwas Paniermehl für die Form Zubereitung : Die Eier trennen , und das Eiweiß zu Eischnee schlagen .	Nom	Schokolade	Fem	Str	4.0753644464	Tafel	Fem	Sg	Portion	4.1996290381	Card	7	8	http://www.aldbacha.de/kuchen/schwarzweisskuchen3701.php	1036
Sry , aber DAS muss jetzt mal gesagt werden , da du anscheinend keine Ahnung vom Kochen hast ^^ Man kann aus Milch und Nudeln sog. Milchsuppe machen 500 g Nudeln ohne Salz kochen , anschließend 1	L kalte Milch	hinzugeben ( bei den heißen Nudeln wird die auch gleich heiß ) und am besten Süßstoff ( kalorienärmer als Zucker und vermischt sich besser ) hinzu geben , bis das süß genug ist .	Acc	Milch	Fem	Str	4.3806091626	L	Masc	Sg	Capacity	4.6427097927	Card	7	4	http://www.battlefield-x.de/forum/archive/index.php/t-21150.html	1169
Von 1985 bis 1994 war der Zusatz von 10 Milligramm Jod pro Kilogramm Futtermittel erlaubt , so dass in dieser Zeit in 1	Liter deutscher Milch	die bereits genannten 2760 Mikrogramm Jod enthalten waren .	Dat	Milch	Fem	Obl	4.3806091626	Liter	Masc	Sg	Capacity	4.5919990046	Card	3	2	http://www.jodkritik.de/talkshows.htm	1173
Hallo Peter , Quarkherstellung : 1	Liter rohe Milch	in eine Schüssel , diese leicht abdecken und bei Zimmertemperatur 20 - 22 Grad in etwa 2 Tagen sauer und dick werden lassen .	Nom	Milch	Fem	Str	4.3806091626	Liter	Masc	Sg	Capacity	4.5919990046	Card	7	3	http://forum.kochen-und-geniessen.de/tipps-tricks-f5/heisshunger-drauf-gibts-hier-aber-nicht-quark-t6058.html	1243
Ich brauchte Handarbeit zur Hilfe und so wurde zu dem Zweck von dem damaligen Eigentümer der Bücher aus Hunderten von Arbeitsuchenden ein ehemaliger Wachtmeister der Großen Armee , Namens Mögling , Elsasser von Geburt , mit 1	Franc täglichem Lohn	angenommen .	Dat	Lohn	Masc	Dat	4.3749681863	Franc	Masc	Sg	Currency	2.9885589569	Card	1	3	http://www.lexikus.de/bibliothek/Aus-einem-Hungerjahr-(1816)	1367
Wenn der Pürierstab kommt fängt sie fast an zu sabbern Wir haben uns jetzt bei 1300 gr Futter eingependelt , wovon 1	kg reines Fleisch	und der Rest Obst und Gemüse sind .	False	Fleisch	Neut	Nomacc	4.603079386	kg	Neut	Sg	Weight	4.7316548309	Card	7	8	http://canisdashundeforum.phpbb8.de/archive/t649.html	1401
Wenn ich am abend von der Blutuntersuchung 30 Eier  1	kg fettes Fleisch	essen , muss der Cholesterinwert doch höher sein ?	Acc	Fleisch	Neut	Nomacc	4.603079386	kg	Neut	Sg	Weight	4.7316548309	Card	7	3	http://www.insulinclub.de/archive/index.php/t-13768.html	1469
Käseaufschnitt 1	Portion gem. Salat	mit Balsamico-Olivenöl-Dressing Mittagessen : 2 Portionen gem. Salat mit Balsamico-Olivenöl-Dressing Abendessen : 2 Scheiben VK-Brot , dünn mit Margarine bestrichen , 1 Sch .	Nom	Salat	Masc	?	4.1017608172	Portion	Fem	Sg	Portion	4.0785800561	Card	7	7	http://www.die-abnehm-seite.de/abnehmen-forum/archive/index.php/thread-2078.html	1590
Jeder Finger steht dabei für eine Lebensmittelgruppe , die täglich gegessen werden soll : 1. Obst : 2 Portionen 2. Gemüse : 1	Portion 3. Salat	 Rohkost : 2 Portionen 4. Vollkornprodukte : 3 Portionen 5. Milchprodukte : 3 - 4 Portionen .	False	Salat	Masc	?	4.1017608172	Portion	Fem	Sg	Portion	4.0785800561	Card	7	6	http://www.hausarzt-bw.de/Patienten/Wissen-Gesundheit/Wissen-Gesundheit/Abnehmen-mit-der-5-Finger-Regel.html	1626
Knoblauchzehen ca. 1	kg junges Gemüse	z.B. Brokkoli , Erbsen , Möhren , Kohlrabi u.s.w. 100 g Butter 350 g Schlagsahne Salz Pfeffer Cayennepfeffer 200 g Limburger Dinkelhörnchen in Salzwasser bißfest kochen .	Nom	Gemüse	Neut	Nomacc	4.3814436117	kg	Neut	Sg	Weight	4.7316548309	Card	7	6	http://forum.kochen-und-geniessen.de/koch-club-f1/das-ist-kaese-t1297-s30.html	1684
Der retrospektive Rüggbligg nach rüggwärts : in 2010 a bisserl Schnee und 1	km pures Eis	- Old Siggi und Äberhard waren dabei .	Nom	Eis	Neut	Nomacc	4.4046969094	km	Masc	Sg	Length	5.1762371575	Card	5	2	http://www.marathonsammler.de/berichte/article/rodgau-12-50-km-ultramarathon-des-rtl-rodgau-samstag-29-januar-2011-die-versammelte-ultra-nat.html	1876
Welche Temperatur ergibt sich , wenn man 1	kg schmelzendes Eis	und 1 kg siedendes Wasser mischt ?	Acc	Eis	Neut	Nomacc	4.4046969094	kg	Neut	Sg	Weight	4.7316548309	Card	4	3	http://www.vlg-stade.de/schulleben/schueler/quiz/quiz1.htm	1880
Das ist illusorisch , deswegen wird der Körper gut 1	kg körpereigenes Fett	" verbrennen " , abbauen .	Acc	Fett	Neut	Nomacc	4.2780810669	kg	Neut	Sg	Weight	4.7316548309	Card	6	2	http://www.deutschlands-dicke-seiten.de/forum/archive/index.php/t-15629.html	1942
Sollte einem nun die Dose wegschmelzen und ca 1	Kilo heißes Fett	in die Küche laufen , hat man es zu heiß gemacht ...	Nom	Fett	Neut	Nomacc	4.2780810669	Kilo	Neut	Sg	Weight	4.1371198077	Card	5	3	http://www.hausfrauenseite.de/rezepte/naschereien/nonnenfuerzle.html	1946
1	kg verlorenes Fett	verbessert die Laufzeit über die Marathondistanz um 1 - 2 Minuten .	Nom	Fett	Neut	Nomacc	4.2780810669	kg	Neut	Sg	Weight	4.7316548309	Card	7	4	http://www.triathlon-szene.de/forum/archive/index.php/t-19663.html	1957
Ich habe innerhalb von 10 Trainingseinheiten 1,6 kg Muskulatur aufgebaut und 1	kg reines Fett	verloren .	Acc	Fett	Neut	Nomacc	4.2780810669	kg	Neut	Sg	Weight	4.7316548309	Card	7	5	http://www.speed-fit.de/erfolgsstories.html	1976
Nun das Fett in einer Friteuse oder einem hohen Topf erhitzen und dafür sorgen , dass kein Kleinkind um einen herumwuselt - 1	Liter heißes Fett	ist wirklich gefährlich !	Nom	Fett	Neut	Nomacc	4.2780810669	Liter	Masc	Sg	Capacity	4.5919990046	Card	5	3	http://www.hausfrauenseite.de/rezepte/naschereien/nonnenfuerzle.html	1987
