text,sent48,sent9,sent8,sent15,sent3,sent2,sent1,sent14,sent7,sent6,sent5,sent4,sent57,sent56,sent55,sent54,sent53,sent52,sent51,sent50,sent13,sent12,sent11,sent10,sent17,sent16,sent59,sent58,sent93,sent92,sent91,sent90,sent97,sent96,sent95,sent94,sent98,sent22,sent23,sent20,sent21,sent26,sent27,sent24,sent25,sent28,sent29,sent68,sent69,sent66,sent67,sent64,sent65,sent62,sent63,sent60,sent61,sent31,sent30,sent33,sent32,sent35,sent34,sent37,sent36,sent39,sent38,sent79,sent78,sent75,sent74,sent77,sent76,sent71,sent70,sent73,sent72,sent19,sent49,sent18,sent44,sent45,sent84,sent85,sent86,sent87,sent80,sent81,sent82,sent83,sent40,sent41,sent42,sent43,sent88,sent89,sent46,sent47,intros.thisRepN,intros.thisTrialN,intros.thisN,intros.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,testWords.thisRepN,testWords.thisTrialN,testWords.thisN,testWords.thisIndex,test1,test3,test2,test5,test4,test7,test6,test9,test8,test10,realTrials.thisRepN,realTrials.thisTrialN,realTrials.thisN,realTrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_8.keys,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,key_resp_6.rt,wordRead.keys,wordRead.rt,key_resp_5.keys,questAnswer.keys,questAnswer.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,,,,,,,,,,,,,,None,n,2.08681607246,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,Beträchtliche,Ich,100,Wir,Wir,Sie,Es,Mit,Außer,Dort,In,Die,Es,Er,Ich,Wir,Walter,Bei,In,Sie,Am,Er,Unter,Viele,Alle,In,Die,Sie,Die,Die,Man,Ihr,Nicht,Die,Sie,100,Er,Die,Bei,Wir,Außer,Die,Jetzt,Jugendliche,Es,Die,Im,Mit,Er,Am,Die,Außer,Die,In,Manche,Viele,Außer,Die,Es,Nicht,Das,Die,Jungtiere,Die,Wir,Sie,Sie,Wir,Die,Dass,Die,In,In,Im,Ich,Bei,Es,Er,In,Die,Wir,Man,Dort,Wir,Sie,Danach,Die,Fernab,Beträchtliche,Die,Der,Die,Bei,Die,Als,Wir,In,Die,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,0,0,0,,,,,,space,0.704312086105,space,0.367843866348,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,Stücke,nehme,g,haben,übergaben,hatte,wurden,dieser,dem,türmen,meinem,Eislaufbahnen,wurden,wurde,wurde,mussten,Scheel,unserer,der,verbrauchen,äußersten,wurde,keinen,Tonnen,Betten,den,Kinder,hatte,Uhr,Formen,machte,Blutdruck,ein,Autos,verlassen,g,stellt,Kinder,der,hatten,den,Stücke,ist,können,waren,Autos,Fernrohr,dieser,hat,äußeren,Lösung,das,Uhr,den,Kreditnehmer,Tonnen,dem,Gäste,hat,ein,Tuch,Teilnehmerinnen,sollten,Schule,mussten,verbrauchen,verlassen,haben,Linie,es,Schule,diesem,meinem,Fernrohr,nehme,der,waren,stellt,einer,Schuhe,konnten,machte,türmen,übergaben,haben,wurde,Gäste,des,Stücke,Schuhe,Flug,"Uhr,",unserer,Uhr,die,hatten,der,müden,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,1,1,1,,,,,,,,space,0.397222995758,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,saftiges,eine,brauner,jede,das,keine,Eimer,Methode,Essen,sich,Studium,wurden,Eimer,trotz,damals,uns,war,Ankunft,Tat,60,Rand,trotz,Umständen,gebrauchte,wurden,Kakao,fuhren,keine,schlug,wurden,mal,kann,Tropfen,beider,wegen,braunen,die,fuhren,Feier,in,Bürgermeister,wurden,genau,Kleidung,nur,beider,sahen,Methode,ein,Rand,wird,Essen,war,Kakao,sind,gebrauchter,Bürgermeister,suchen,uns,Tropfen,wurde,wussten,immer,verbraucht,uns,60,wegen,jede,101,"regnete,",verbraucht,Zirkus,Studium,sahen,eine,Feier,nur,die,Studie,in,dann,mal,sich,dem,die,die,suchen,Rummels,saftigen,in,zum,die,Ankunft,schlug,Sonne,in,Tat,Teilnehmer,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,2,2,2,,,,,,,,space,0.335546016693,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,Fleisch,große,Zucker,Menge,Auto,Lust,roter,kann,kann,Berge,habe,mit,rote,dem,schnell,durch,der,stand,wissen,Liter,der,des,können,Kleidung,mit,gehören,mit,Lust,"sporadisch,",unter,wieder,schon,königliches,beteiligter,dem,Zuckers,Masse,mit,gedachte,Dänemark,beschuldigten,aus,die,bei,kleinere,beteiligten,wir,kann,Hemd,der,mit,kann,aus,gehören,mit,Kleidung,beschuldigten,die,die,königlichen,dann,überwiegend,auf,260.000,durch,Liter,des,Menge,hält,hat,260.000,werden,las,wir,große,gedachte,kleinere,Masse,wurde,Größe,mit,wieder,Berge,Mann,Erlebnisse,Leinwand,die,wurde,Fleischs,Größe,Mond,er,stand,"sporadisch,","unterging,",Dänemark,wissen,wurden,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,3,3,3,,,,,,,,space,0.385733127594,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,wurden,Packung,sind,alten,dem,auf,Farbe,man,ich,schmutziger,ich,dauerhaftem,Farbe,bekannten,dank,Büschel,vierte,ein,wir,sprudelndes,Stadt,bekannten,Neuwahlen,landen,"üblichem,",immer,solch,auf,obschon,"regelmäßigem,",viel,bei,Blut,Fahrer,schönen,sind,mit,solchen,man,einen,die,"wertvollem,",richtige,ausreichendem,"Delikte,",Fahrer,den,man,aus,Stadt,"reichlichem,",ich,"Japan,",immer,"sämtlichem,",landen,die,Wohnung,Stimmung,Bluts,mit,"nicht,",warmem,Kilowattstunden,Büschel,sprudelnden,schönen,alten,nicht,uns,Kilowattstunden,die,ich,den,Packung,man,"Delikte,",mit,jetzt,36,"minimalem,",viel,schmutzige,das,bei,aus,Wohnung,schon,wurden,36,dauerte,"trug,",ein,obwohl,war,gelegentlich,wir,mit,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,4,4,4,,,,,,,,space,0.284543991089,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,serviert.,salziger,auf,Kram,Mann,noch,geschleudert.,eine,leider,Wäsche.,mehr,feinem,geschleudert.,Skandal,täglichem,frischen,Bundespräsident.,Glas,um,Trinkwasser.,liegen,Skandals,vor,im,harten,350,unzureichenden,noch,sie,kaltem,Lärm,minimalem,hat,wurden,Wetter,auf,einem,unzureichenden,der,gelegentlichen,Störenfriede,klassischen,"Zeit,",monatlichem,derer,wurden,roten,eine,feinem,liegen,purem,leider,die,350,künftigem,im,Störenfriede,des,ziemlich,hat,"reichem,",was,weichem,elektrische,frisches,Trinkwassers.,Wetters,Krams,am,die,elektrischer,Tiere,mehr,roten,salzige,den,deren,einem,"nachgewiesen,",würden,sauberen,Lärm,Wäsche.,Auto,"frischem,",seltenem,des,immer,serviert.,hätten,ungefähr,war,Glas,sie,die,einen,von,zusätzlichem,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,5,5,5,,,,,,,,space,0.452290058136,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,nan,Wurst,jeden,aus,mehr,eine,nan,große,nichts,nan,als,Kunsteis,nan,wiedergewählt.,grünen,Grases,nan,köstlicher,die,nan,die,wiedergewählt.,Dezember,Müll.,Schaumstoff,ml,Helmen,eine,defekt,Abduschen,um,täglichen,den,verschrottet.,die,jeden,Esslöffel,Helmen,Soldaten,Besucher.,jeden.,Schmuck,um,Taschengeld,sie,verschrottet.,Planeten,große,dichten,die,Alkohol,nichts,er,ml,Einkommen,Müll.,jeden.,Herrn,"vermiest,",den,goldenen,Tupperware,Untergrund,Energie.,Gras,nan,die,aus,Hauptbahnhof.,Stimmung,Energie.,artgerecht,als,Planet,Wurst,Soldaten,sie,Esslöffel,dass,seiner,Kraftstoff,um,nan,mehr,kaltem,dichten,Herrn,ruhig,nan,seiner,drei,aus,köstlichen,defekt,Flut,Besucher.,den,schwarzem,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,6,6,6,,,,,,,,space,0.386535167694,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,nan,mit,Fall,dem,als,Sammlung,nan,Menge,mitbringen.,nan,einmal,eingesprüht.,nan,nan,Tee,zwängen.,nan,Wein,Probleme,nan,Slums.,nan,stattfinden.,nan,gefertigt.,warme,zur,Sammlung,war.,gehärtet.,jede,Einsatz,Boden,nan,Wohnung.,Fall,warmem,zur,des,nan,nan,umgearbeitet.,Nadelhölzer,selber,überführt,nan,ganz,Menge,Stoff,Slums.,verdünnt.,mitbringen.,trug.,warmer,haftbar.,nan,nan,Gantenbeins.,dass,Boden,Besatz,ist.,liegen.,nan,zwängen.,nan,Wohnung.,dem,nan,ziemlich,nan,gehalten.,einmal,ganz,mit,des,überführt,warmen,das,Frau,fahren.,jede,nan,als,Saft,Gewebe,Gantenbein.,diskutiert.,nan,Frau,Tage.,Japan.,Weins,war.,zurückgekehrt.,nan,Problemen,Kaffee,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,7,7,7,,,,,,,,space,0.398785829544,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,nan,an,genug.,Haus,gerne.,dumme,nan,dunkle,nan,nan,Rilke,nan,nan,nan,wieder,nan,nan,schon,im,nan,nan,nan,nan,nan,nan,Milch.,Schule.,dummer,nan,nan,Menge,sinken.,berührt.,nan,nan,genug.,Honig,Schule.,zweiten,nan,nan,nan,umzusetzen.,kaufen.,wurden.,nan,deutlich.,dunkler,gefertigt.,nan,nan,nan,nan,Milch.,nan,nan,nan,nan,es,berührt.,rekonstruiert.,nan,nan,nan,nan,nan,nan,Haus,nan,vermiest.,nan,nan,Rilke.,deutlich.,an,zweiten,wurden.,Honigs,Medikament,gepasst,nan,Menge,nan,gerne.,besprochen.,wiederhergestellt.,nan,nan,nan,gepasst.,nan,nan,schon,nan,nan,nan,im,wiederbelebt.,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,8,8,8,,,,,,,,space,0.436666965485,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,nan,den,nan,geschafft.,nan,Sprüche.,nan,Materie,nan,nan,gelesen.,nan,nan,nan,fit.,nan,nan,auf,Landkreis.,nan,nan,nan,nan,nan,nan,nan,nan,Sprüche.,nan,nan,heiße,nan,nan,nan,nan,nan,her.,nan,Weltkriegs.,nan,nan,nan,nan,nan,nan,nan,nan,Materie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regnete.,nan,nan,nan,nan,nan,nan,nan,nan,geschafft.,nan,nan,nan,nan,nan,nan,den,Weltkriegs.,nan,her.,nicht,haben.,nan,heißer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,auf,nan,nan,nan,Landkreis.,nan,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,0,9,9,9,,,,,,,,space,0.552132129669,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,,,,,,,,,,,,,,None,n,2.81228590012,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,Beträchtliche,Ich,100,Wir,Wir,Sie,Es,Mit,Außer,Dort,In,Die,Es,Er,Ich,Wir,Walter,Bei,In,Sie,Am,Er,Unter,Viele,Alle,In,Die,Sie,Die,Die,Man,Ihr,Nicht,Die,Sie,100,Er,Die,Bei,Wir,Außer,Die,Jetzt,Jugendliche,Es,Die,Im,Mit,Er,Am,Die,Außer,Die,In,Manche,Viele,Außer,Die,Es,Nicht,Das,Die,Jungtiere,Die,Wir,Sie,Sie,Wir,Die,Dass,Die,In,In,Im,Ich,Bei,Es,Er,In,Die,Wir,Man,Dort,Wir,Sie,Danach,Die,Fernab,Beträchtliche,Die,Der,Die,Bei,Die,Als,Wir,In,Die,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,0,0,0,0,,,,,,space,0.77063202858,space,0.334671974182,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,Stücke,nehme,g,haben,übergaben,hatte,wurden,dieser,dem,türmen,meinem,Eislaufbahnen,wurden,wurde,wurde,mussten,Scheel,unserer,der,verbrauchen,äußersten,wurde,keinen,Tonnen,Betten,den,Kinder,hatte,Uhr,Formen,machte,Blutdruck,ein,Autos,verlassen,g,stellt,Kinder,der,hatten,den,Stücke,ist,können,waren,Autos,Fernrohr,dieser,hat,äußeren,Lösung,das,Uhr,den,Kreditnehmer,Tonnen,dem,Gäste,hat,ein,Tuch,Teilnehmerinnen,sollten,Schule,mussten,verbrauchen,verlassen,haben,Linie,es,Schule,diesem,meinem,Fernrohr,nehme,der,waren,stellt,einer,Schuhe,konnten,machte,türmen,übergaben,haben,wurde,Gäste,des,Stücke,Schuhe,Flug,"Uhr,",unserer,Uhr,die,hatten,der,müden,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,0,1,1,1,,,,,,,,space,0.520409107208,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,saftiges,eine,brauner,jede,das,keine,Eimer,Methode,Essen,sich,Studium,wurden,Eimer,trotz,damals,uns,war,Ankunft,Tat,60,Rand,trotz,Umständen,gebrauchte,wurden,Kakao,fuhren,keine,schlug,wurden,mal,kann,Tropfen,beider,wegen,braunen,die,fuhren,Feier,in,Bürgermeister,wurden,genau,Kleidung,nur,beider,sahen,Methode,ein,Rand,wird,Essen,war,Kakao,sind,gebrauchter,Bürgermeister,suchen,uns,Tropfen,wurde,wussten,immer,verbraucht,uns,60,wegen,jede,101,"regnete,",verbraucht,Zirkus,Studium,sahen,eine,Feier,nur,die,Studie,in,dann,mal,sich,dem,die,die,suchen,Rummels,saftigen,in,zum,die,Ankunft,schlug,Sonne,in,Tat,Teilnehmer,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,0,2,2,2,,,,,,,,space,0.40936923027,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,Fleisch,große,Zucker,Menge,Auto,Lust,roter,kann,kann,Berge,habe,mit,rote,dem,schnell,durch,der,stand,wissen,Liter,der,des,können,Kleidung,mit,gehören,mit,Lust,"sporadisch,",unter,wieder,schon,königliches,beteiligter,dem,Zuckers,Masse,mit,gedachte,Dänemark,beschuldigten,aus,die,bei,kleinere,beteiligten,wir,kann,Hemd,der,mit,kann,aus,gehören,mit,Kleidung,beschuldigten,die,die,königlichen,dann,überwiegend,auf,260.000,durch,Liter,des,Menge,hält,hat,260.000,werden,las,wir,große,gedachte,kleinere,Masse,wurde,Größe,mit,wieder,Berge,Mann,Erlebnisse,Leinwand,die,wurde,Fleischs,Größe,Mond,er,stand,"sporadisch,","unterging,",Dänemark,wissen,wurden,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,0,3,3,3,,,,,,,,space,0.637444972992,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,wurden,Packung,sind,alten,dem,auf,Farbe,man,ich,schmutziger,ich,dauerhaftem,Farbe,bekannten,dank,Büschel,vierte,ein,wir,sprudelndes,Stadt,bekannten,Neuwahlen,landen,"üblichem,",immer,solch,auf,obschon,"regelmäßigem,",viel,bei,Blut,Fahrer,schönen,sind,mit,solchen,man,einen,die,"wertvollem,",richtige,ausreichendem,"Delikte,",Fahrer,den,man,aus,Stadt,"reichlichem,",ich,"Japan,",immer,"sämtlichem,",landen,die,Wohnung,Stimmung,Bluts,mit,"nicht,",warmem,Kilowattstunden,Büschel,sprudelnden,schönen,alten,nicht,uns,Kilowattstunden,die,ich,den,Packung,man,"Delikte,",mit,jetzt,36,"minimalem,",viel,schmutzige,das,bei,aus,Wohnung,schon,wurden,36,dauerte,"trug,",ein,obwohl,war,gelegentlich,wir,mit,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,0,4,4,4,,,,,,,,space,0.368475914001,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,serviert.,salziger,auf,Kram,Mann,noch,geschleudert.,eine,leider,Wäsche.,mehr,feinem,geschleudert.,Skandal,täglichem,frischen,Bundespräsident.,Glas,um,Trinkwasser.,liegen,Skandals,vor,im,harten,350,unzureichenden,noch,sie,kaltem,Lärm,minimalem,hat,wurden,Wetter,auf,einem,unzureichenden,der,gelegentlichen,Störenfriede,klassischen,"Zeit,",monatlichem,derer,wurden,roten,eine,feinem,liegen,purem,leider,die,350,künftigem,im,Störenfriede,des,ziemlich,hat,"reichem,",was,weichem,elektrische,frisches,Trinkwassers.,Wetters,Krams,am,die,elektrischer,Tiere,mehr,roten,salzige,den,deren,einem,"nachgewiesen,",würden,sauberen,Lärm,Wäsche.,Auto,"frischem,",seltenem,des,immer,serviert.,hätten,ungefähr,war,Glas,sie,die,einen,von,zusätzlichem,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,0,5,5,5,,,,,,,,space,0.452651977539,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,nan,Wurst,jeden,aus,mehr,eine,nan,große,nichts,nan,als,Kunsteis,nan,wiedergewählt.,grünen,Grases,nan,köstlicher,die,nan,die,wiedergewählt.,Dezember,Müll.,Schaumstoff,ml,Helmen,eine,defekt,Abduschen,um,täglichen,den,verschrottet.,die,jeden,Esslöffel,Helmen,Soldaten,Besucher.,jeden.,Schmuck,um,Taschengeld,sie,verschrottet.,Planeten,große,dichten,die,Alkohol,nichts,er,ml,Einkommen,Müll.,jeden.,Herrn,"vermiest,",den,goldenen,Tupperware,Untergrund,Energie.,Gras,nan,die,aus,Hauptbahnhof.,Stimmung,Energie.,artgerecht,als,Planet,Wurst,Soldaten,sie,Esslöffel,dass,seiner,Kraftstoff,um,nan,mehr,kaltem,dichten,Herrn,ruhig,nan,seiner,drei,aus,köstlichen,defekt,Flut,Besucher.,den,schwarzem,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,0,6,6,6,,,,,,,,space,0.470897197723,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,nan,mit,Fall,dem,als,Sammlung,nan,Menge,mitbringen.,nan,einmal,eingesprüht.,nan,nan,Tee,zwängen.,nan,Wein,Probleme,nan,Slums.,nan,stattfinden.,nan,gefertigt.,warme,zur,Sammlung,war.,gehärtet.,jede,Einsatz,Boden,nan,Wohnung.,Fall,warmem,zur,des,nan,nan,umgearbeitet.,Nadelhölzer,selber,überführt,nan,ganz,Menge,Stoff,Slums.,verdünnt.,mitbringen.,trug.,warmer,haftbar.,nan,nan,Gantenbeins.,dass,Boden,Besatz,ist.,liegen.,nan,zwängen.,nan,Wohnung.,dem,nan,ziemlich,nan,gehalten.,einmal,ganz,mit,des,überführt,warmen,das,Frau,fahren.,jede,nan,als,Saft,Gewebe,Gantenbein.,diskutiert.,nan,Frau,Tage.,Japan.,Weins,war.,zurückgekehrt.,nan,Problemen,Kaffee,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,0,7,7,7,,,,,,,,space,0.999313831329,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,,,,,,,,,,,,,,None,j,5.58658790588,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,Beträchtliche,Ich,100,Wir,Wir,Sie,Es,Mit,Außer,Dort,In,Die,Es,Er,Ich,Wir,Walter,Bei,In,Sie,Am,Er,Unter,Viele,Alle,In,Die,Sie,Die,Die,Man,Ihr,Nicht,Die,Sie,100,Er,Die,Bei,Wir,Außer,Die,Jetzt,Jugendliche,Es,Die,Im,Mit,Er,Am,Die,Außer,Die,In,Manche,Viele,Außer,Die,Es,Nicht,Das,Die,Jungtiere,Die,Wir,Sie,Sie,Wir,Die,Dass,Die,In,In,Im,Ich,Bei,Es,Er,In,Die,Wir,Man,Dort,Wir,Sie,Danach,Die,Fernab,Beträchtliche,Die,Der,Die,Bei,Die,Als,Wir,In,Die,,,,,,,,,,,,,,,,,,,,,,,80,0,80,0,0,0,0,0,,,,,,None,,space,0.639401912689,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,Stücke,nehme,g,haben,übergaben,hatte,wurden,dieser,dem,türmen,meinem,Eislaufbahnen,wurden,wurde,wurde,mussten,Scheel,unserer,der,verbrauchen,äußersten,wurde,keinen,Tonnen,Betten,den,Kinder,hatte,Uhr,Formen,machte,Blutdruck,ein,Autos,verlassen,g,stellt,Kinder,der,hatten,den,Stücke,ist,können,waren,Autos,Fernrohr,dieser,hat,äußeren,Lösung,das,Uhr,den,Kreditnehmer,Tonnen,dem,Gäste,hat,ein,Tuch,Teilnehmerinnen,sollten,Schule,mussten,verbrauchen,verlassen,haben,Linie,es,Schule,diesem,meinem,Fernrohr,nehme,der,waren,stellt,einer,Schuhe,konnten,machte,türmen,übergaben,haben,wurde,Gäste,des,Stücke,Schuhe,Flug,"Uhr,",unserer,Uhr,die,hatten,der,müden,,,,,,,,,,,,,,,,,,,,,,,80,0,80,0,0,1,1,1,,,,,,,,space,0.385947942734,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,saftiges,eine,brauner,jede,das,keine,Eimer,Methode,Essen,sich,Studium,wurden,Eimer,trotz,damals,uns,war,Ankunft,Tat,60,Rand,trotz,Umständen,gebrauchte,wurden,Kakao,fuhren,keine,schlug,wurden,mal,kann,Tropfen,beider,wegen,braunen,die,fuhren,Feier,in,Bürgermeister,wurden,genau,Kleidung,nur,beider,sahen,Methode,ein,Rand,wird,Essen,war,Kakao,sind,gebrauchter,Bürgermeister,suchen,uns,Tropfen,wurde,wussten,immer,verbraucht,uns,60,wegen,jede,101,"regnete,",verbraucht,Zirkus,Studium,sahen,eine,Feier,nur,die,Studie,in,dann,mal,sich,dem,die,die,suchen,Rummels,saftigen,in,zum,die,Ankunft,schlug,Sonne,in,Tat,Teilnehmer,,,,,,,,,,,,,,,,,,,,,,,80,0,80,0,0,2,2,2,,,,,,,,space,0.377861976624,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,Fleisch,große,Zucker,Menge,Auto,Lust,roter,kann,kann,Berge,habe,mit,rote,dem,schnell,durch,der,stand,wissen,Liter,der,des,können,Kleidung,mit,gehören,mit,Lust,"sporadisch,",unter,wieder,schon,königliches,beteiligter,dem,Zuckers,Masse,mit,gedachte,Dänemark,beschuldigten,aus,die,bei,kleinere,beteiligten,wir,kann,Hemd,der,mit,kann,aus,gehören,mit,Kleidung,beschuldigten,die,die,königlichen,dann,überwiegend,auf,260.000,durch,Liter,des,Menge,hält,hat,260.000,werden,las,wir,große,gedachte,kleinere,Masse,wurde,Größe,mit,wieder,Berge,Mann,Erlebnisse,Leinwand,die,wurde,Fleischs,Größe,Mond,er,stand,"sporadisch,","unterging,",Dänemark,wissen,wurden,,,,,,,,,,,,,,,,,,,,,,,80,0,80,0,0,3,3,3,,,,,,,,space,0.33364200592,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,wurden,Packung,sind,alten,dem,auf,Farbe,man,ich,schmutziger,ich,dauerhaftem,Farbe,bekannten,dank,Büschel,vierte,ein,wir,sprudelndes,Stadt,bekannten,Neuwahlen,landen,"üblichem,",immer,solch,auf,obschon,"regelmäßigem,",viel,bei,Blut,Fahrer,schönen,sind,mit,solchen,man,einen,die,"wertvollem,",richtige,ausreichendem,"Delikte,",Fahrer,den,man,aus,Stadt,"reichlichem,",ich,"Japan,",immer,"sämtlichem,",landen,die,Wohnung,Stimmung,Bluts,mit,"nicht,",warmem,Kilowattstunden,Büschel,sprudelnden,schönen,alten,nicht,uns,Kilowattstunden,die,ich,den,Packung,man,"Delikte,",mit,jetzt,36,"minimalem,",viel,schmutzige,das,bei,aus,Wohnung,schon,wurden,36,dauerte,"trug,",ein,obwohl,war,gelegentlich,wir,mit,,,,,,,,,,,,,,,,,,,,,,,80,0,80,0,0,4,4,4,,,,,,,,space,0.383342981339,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,serviert.,salziger,auf,Kram,Mann,noch,geschleudert.,eine,leider,Wäsche.,mehr,feinem,geschleudert.,Skandal,täglichem,frischen,Bundespräsident.,Glas,um,Trinkwasser.,liegen,Skandals,vor,im,harten,350,unzureichenden,noch,sie,kaltem,Lärm,minimalem,hat,wurden,Wetter,auf,einem,unzureichenden,der,gelegentlichen,Störenfriede,klassischen,"Zeit,",monatlichem,derer,wurden,roten,eine,feinem,liegen,purem,leider,die,350,künftigem,im,Störenfriede,des,ziemlich,hat,"reichem,",was,weichem,elektrische,frisches,Trinkwassers.,Wetters,Krams,am,die,elektrischer,Tiere,mehr,roten,salzige,den,deren,einem,"nachgewiesen,",würden,sauberen,Lärm,Wäsche.,Auto,"frischem,",seltenem,des,immer,serviert.,hätten,ungefähr,war,Glas,sie,die,einen,von,zusätzlichem,,,,,,,,,,,,,,,,,,,,,,,80,0,80,0,0,5,5,5,,,,,,,,space,0.431093931198,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
,nan,Wurst,jeden,aus,mehr,eine,nan,große,nichts,nan,als,Kunsteis,nan,wiedergewählt.,grünen,Grases,nan,köstlicher,die,nan,die,wiedergewählt.,Dezember,Müll.,Schaumstoff,ml,Helmen,eine,defekt,Abduschen,um,täglichen,den,verschrottet.,die,jeden,Esslöffel,Helmen,Soldaten,Besucher.,jeden.,Schmuck,um,Taschengeld,sie,verschrottet.,Planeten,große,dichten,die,Alkohol,nichts,er,ml,Einkommen,Müll.,jeden.,Herrn,"vermiest,",den,goldenen,Tupperware,Untergrund,Energie.,Gras,nan,die,aus,Hauptbahnhof.,Stimmung,Energie.,artgerecht,als,Planet,Wurst,Soldaten,sie,Esslöffel,dass,seiner,Kraftstoff,um,nan,mehr,kaltem,dichten,Herrn,ruhig,nan,seiner,drei,aus,köstlichen,defekt,Flut,Besucher.,den,schwarzem,,,,,,,,,,,,,,,,,,,,,,,80,0,80,0,0,6,6,6,,,,,,,,space,0.366488933563,,,,2017_Feb_02_1247,59.1173353179,spr_backupper,001,Mi13,
